"Pickup","Pickup"
"Handling Fee","Handling Fee"
"Shipping Cost","Shipping Cost"
"Pickup Standard","Pickup Standard"
"The shipping cost for all orders using this shipping method.","The shipping cost for all orders using this shipping method."
