"Product Id","Product Id"
"Products Count","Products Count"
"Columns Count","Columns Count"
"Recently Viewed","Recently Viewed"
"Compare Selected","Compare Selected"
"Select to compare","Select to compare"
"Category","Category"
"Please select at least two products you'd like to compare.","Please select at least two products you'd like to compare."
"Category not exist","Category not exist"
"up to %s","up to %s"
