"Standard","Standard"
"Flat Rate","Paušální sazba"
"Checkout Description","Popis v pokladně"
"Multi Price","Multi cena"
"Type","Typ"
"Flat Rate Standard","Paušální sazba Standard"
"The shipping cost is based on:","Přepravné založené na:"
